10023,IHRORC,NNPVLRGVBR,2735800276 Dell Way,,WLFLWZJ,,00000,Chile,2,NNPVLRGVBR@dell.com,2735800276,3,2886803150177002,2010/11,user10023,password,50,100000,M
10024,NGUZDJ,HQHZUFZODO,7481922366 Dell Way,,CGVVBOH,,00000,China,2,HQHZUFZODO@dell.com,7481922366,1,3142637866083532,2012/05,user10024,password,28,40000,M
10025,IKTEGU,HHURXHZNJZ,8320923146 Dell Way,,YCHKUCW,,00000,South Africa,2,HHURXHZNJZ@dell.com,8320923146,4,1184529027435928,2011/01,user10025,password,75,40000,M
10026,HYDSRX,FBACAGOZKM,8014312394 Dell Way,,HYCZEHW,,00000,China,2,FBACAGOZKM@dell.com,8014312394,1,1883373917546123,2011/05,user10026,password,37,100000,M
10027,GFTZNM,NLNHFMKOQY,9118145428 Dell Way,,BYKIMTD,,00000,Chile,2,NLNHFMKOQY@dell.com,9118145428,4,9759247886016964,2009/05,user10027,password,84,100000,M
10028,GAJINK,OESYROIESJ,1689729930 Dell Way,,KWYGWKC,,00000,China,2,OESYROIESJ@dell.com,1689729930,1,3728069277945906,2011/04,user10028,password,18,20000,M
10029,ADHOFG,UZZHMYJTVY,5645936838 Dell Way,,IVTOZWC,,00000,Chile,2,UZZHMYJTVY@dell.com,5645936838,2,9764019971713424,2012/06,user10029,password,75,100000,M
10030,PBMNLU,UHGXWAPFBP,7230314338 Dell Way,,QXGDUSF,,00000,Japan,2,UHGXWAPFBP@dell.com,7230314338,5,5438704864587635,2008/10,user10030,password,49,40000,F
10031,FJNXNC,QRYENDBJRC,3583313537 Dell Way,,YMCYKDT,,00000,UK,2,QRYENDBJRC@dell.com,3583313537,2,9944517886266112,2010/06,user10031,password,76,80000,F
10032,VJCYXH,PXGOUQALCB,3697043596 Dell Way,,CRSZKOI,,00000,France,2,PXGOUQALCB@dell.com,3697043596,2,7606166608631611,2011/06,user10032,password,52,60000,M
10033,FPETPD,AGDXJQNDNQ,6073083519 Dell Way,,NSOIPMU,,00000,France,2,AGDXJQNDNQ@dell.com,6073083519,2,4030791827943176,2010/02,user10033,password,45,100000,M
10034,HAAUFH,GNIXWNZNSK,8188987271 Dell Way,,JBBHKQK,,00000,France,2,GNIXWNZNSK@dell.com,8188987271,3,1943602925166487,2009/09,user10034,password,65,80000,F
10035,DQWIIH,JPRNMTWCSH,9416228158 Dell Way,,BNQZZRZ,,00000,Chile,2,JPRNMTWCSH@dell.com,9416228158,4,6402434130664915,2008/03,user10035,password,61,40000,M
10036,MWATQC,QEXMMSMZLB,8319437780 Dell Way,,KHZEVJU,,00000,South Africa,2,QEXMMSMZLB@dell.com,8319437780,3,3481111223809421,2012/03,user10036,password,42,80000,M
10037,IHLAMA,YEIIYZLQNP,5303904348 Dell Way,,NRBMWHO,,00000,Germany,2,YEIIYZLQNP@dell.com,5303904348,4,3658002568874508,2008/01,user10037,password,72,80000,M
10038,BVQMLQ,PBNHPNLIHN,2365404420 Dell Way,,GEWXFED,,00000,Germany,2,PBNHPNLIHN@dell.com,2365404420,1,8042612801305950,2012/05,user10038,password,34,60000,F
10039,MXDMQF,JLCCQJDCPO,6233551513 Dell Way,,OOGGOQC,,00000,Chile,2,JLCCQJDCPO@dell.com,6233551513,2,6219561731908470,2012/03,user10039,password,44,100000,M
10040,ZWCKSX,JIOOAUQPEH,8486954503 Dell Way,,QTJKSHP,,00000,Chile,2,JIOOAUQPEH@dell.com,8486954503,4,2885775579139590,2008/08,user10040,password,42,60000,M
10041,SGYHQB,UOBKHXRUPB,7255587934 Dell Way,,GRMMTJV,,00000,UK,2,UOBKHXRUPB@dell.com,7255587934,1,1603201897349208,2011/11,user10041,password,56,40000,F
10042,OKXIAX,IZUBWVLPRJ,7912885956 Dell Way,,PPYXZOC,,00000,Canada,2,IZUBWVLPRJ@dell.com,7912885956,1,9885843956377356,2010/12,user10042,password,28,20000,M
10043,WBFZWX,CMAACHTWQN,8697180736 Dell Way,,MKSVOJO,,00000,Canada,2,CMAACHTWQN@dell.com,8697180736,1,2486394765786826,2010/06,user10043,password,25,40000,M
10044,BDJBOO,EJXNUNYYKX,7489215799 Dell Way,,HTKBOBM,,00000,Japan,2,EJXNUNYYKX@dell.com,7489215799,3,1144235232379287,2009/12,user10044,password,89,80000,M
10045,IYPONY,PCETYFDRIQ,4009573936 Dell Way,,COHLBKO,,00000,China,2,PCETYFDRIQ@dell.com,4009573936,4,9203045390080660,2008/12,user10045,password,63,80000,F
10046,AWPAUC,DCCSJNKSHY,6486968842 Dell Way,,BMWUIIB,,00000,Canada,2,DCCSJNKSHY@dell.com,6486968842,1,8402761936653405,2009/09,user10046,password,61,100000,M
10047,ZXNBZF,XARKYFYVVZ,3385458893 Dell Way,,TBZLJZS,,00000,South Africa,2,XARKYFYVVZ@dell.com,3385458893,1,7797099753748626,2009/01,user10047,password,49,40000,F
10048,QVGCED,JRMISOZHJS,8065750986 Dell Way,,GCQVFKU,,00000,Chile,2,JRMISOZHJS@dell.com,8065750986,1,5144339449238032,2012/11,user10048,password,86,20000,M
10049,MFJNLP,HVPLYNRSZU,6292871562 Dell Way,,CANWIXP,,00000,China,2,HVPLYNRSZU@dell.com,6292871562,3,3265567281283438,2011/02,user10049,password,23,40000,M
10050,MFNZQG,CXEDKJUVPV,4289591520 Dell Way,,ORQQIEO,,00000,Japan,2,CXEDKJUVPV@dell.com,4289591520,3,8761038282420486,2012/03,user10050,password,81,20000,F
10051,FFRDUA,ANPFFZTUUX,2572100903 Dell Way,,TLBYOII,,00000,France,2,ANPFFZTUUX@dell.com,2572100903,5,2121817722450941,2008/10,user10051,password,31,60000,F
10052,QDSFSQ,ZQYSKPYZVE,3091538758 Dell Way,,GCPFTUB,,00000,Chile,2,ZQYSKPYZVE@dell.com,3091538758,2,8670340415555984,2008/05,user10052,password,22,20000,M
10053,FZYBYA,IAFSYEWJEN,5242092866 Dell Way,,ITFSIDE,,00000,Russia,2,IAFSYEWJEN@dell.com,5242092866,1,6910011789761484,2012/03,user10053,password,18,100000,F
10054,DITUUK,ZZVZZRLNND,8083493434 Dell Way,,KNKYRQC,,00000,Russia,2,ZZVZZRLNND@dell.com,8083493434,2,5760459024459124,2012/11,user10054,password,73,100000,M
10055,DCURYQ,IXHLFCLXWD,5662834256 Dell Way,,VCMEVPR,,00000,Australia,2,IXHLFCLXWD@dell.com,5662834256,5,8801524840295315,2012/12,user10055,password,84,80000,F
10056,AEDTEE,XLGHRMMMWO,1607764158 Dell Way,,HCESHTT,,00000,Australia,2,XLGHRMMMWO@dell.com,1607764158,2,3045581026468426,2011/08,user10056,password,58,100000,F
10057,DQOOSF,JYPWTNACJM,7200200930 Dell Way,,KDOKAHI,,00000,China,2,JYPWTNACJM@dell.com,7200200930,4,4904223090037703,2012/09,user10057,password,89,20000,F
10058,LUTJCY,ZCLYBDQACZ,3926829410 Dell Way,,CLTDRLD,,00000,Japan,2,ZCLYBDQACZ@dell.com,3926829410,2,7911891774274409,2010/04,user10058,password,89,20000,F
10059,XUWETM,PQZETDBITP,1039754620 Dell Way,,AHTACEE,,00000,Germany,2,PQZETDBITP@dell.com,1039754620,3,8415451656095684,2011/01,user10059,password,80,60000,M
10060,YRQWBJ,JOFYZJTKJI,6947790343 Dell Way,,ITFGCKG,,00000,Canada,2,JOFYZJTKJI@dell.com,6947790343,3,2835241290275007,2010/07,user10060,password,21,60000,F
10061,RXFKNG,SEZAATWNXU,4295972852 Dell Way,,BEEBQRC,,00000,Canada,2,SEZAATWNXU@dell.com,4295972852,5,6249593831133097,2010/06,user10061,password,22,80000,F
10062,KDOGYH,LEQUZTUKMJ,8377998861 Dell Way,,MYZDPIP,,00000,South Africa,2,LEQUZTUKMJ@dell.com,8377998861,2,7951311420649290,2012/02,user10062,password,48,100000,M
10063,IMYYLZ,ZOWLZYUHSV,6063396239 Dell Way,,FOQXZES,,00000,France,2,ZOWLZYUHSV@dell.com,6063396239,2,3271060952451080,2008/04,user10063,password,30,80000,M
10064,RFLQIH,IZMMEQGDEB,7708345252 Dell Way,,YJCIKTJ,,00000,Chile,2,IZMMEQGDEB@dell.com,7708345252,3,3359143292531371,2012/11,user10064,password,55,60000,F
10065,ZUKWXF,LQEIOYBPJX,4556177603 Dell Way,,UXADTVE,,00000,South Africa,2,LQEIOYBPJX@dell.com,4556177603,4,8763572278432548,2008/01,user10065,password,70,40000,M
10066,HYDGER,SLFCBYFUZH,9920689858 Dell Way,,ODEFTLJ,,00000,UK,2,SLFCBYFUZH@dell.com,9920689858,3,5538884403184056,2010/09,user10066,password,22,40000,M
10067,EFQEOH,KWBFWFMRRX,7982517229 Dell Way,,CFYZJTD,,00000,Chile,2,KWBFWFMRRX@dell.com,7982517229,5,5266584171913564,2008/03,user10067,password,40,20000,F
10068,WKDOMW,MKUFSZPJNY,6315923062 Dell Way,,ONHIIKR,,00000,Canada,2,MKUFSZPJNY@dell.com,6315923062,5,2764614795800298,2010/07,user10068,password,60,100000,F
10069,YBTPKN,ARFQBZVIZN,2300468718 Dell Way,,FQZLUAS,,00000,Russia,2,ARFQBZVIZN@dell.com,2300468718,5,7409728049300611,2008/06,user10069,password,85,100000,F
10070,XPHRJI,YVAVQPJYPQ,5359138026 Dell Way,,SGCTYBR,,00000,South Africa,2,YVAVQPJYPQ@dell.com,5359138026,4,7893111596349627,2008/07,user10070,password,29,20000,M
10071,PWFRGY,AGGEZSYROO,1501599685 Dell Way,,TQOQHDJ,,00000,Japan,2,AGGEZSYROO@dell.com,1501599685,4,7876116424333304,2010/12,user10071,password,88,60000,F
10072,PVZBNE,RUOUCDFXUQ,1938400529 Dell Way,,XCDILCS,,00000,South Africa,2,RUOUCDFXUQ@dell.com,1938400529,1,5409411399625242,2011/02,user10072,password,21,20000,M
10073,HDUGIC,VFREKUYFUA,3568991832 Dell Way,,LTBGGEA,,00000,Germany,2,VFREKUYFUA@dell.com,3568991832,5,8125376413110644,2010/04,user10073,password,67,100000,F
10074,AHNNZV,YJQJQHGSLU,2933600292 Dell Way,,KMIFCVI,,00000,Chile,2,YJQJQHGSLU@dell.com,2933600292,4,6110029774717987,2009/06,user10074,password,56,20000,F
10075,NDWIJW,QXQSVWMYCO,3756064629 Dell Way,,XGVSKBL,,00000,Russia,2,QXQSVWMYCO@dell.com,3756064629,4,3007270121481269,2012/10,user10075,password,75,40000,F
10076,URVLFH,RHVZWBAETA,6491868157 Dell Way,,XCBRBWP,,00000,China,2,RHVZWBAETA@dell.com,6491868157,4,4304697323590517,2010/09,user10076,password,47,60000,F
10077,GNWXCO,SNHYQOMNIQ,5332707065 Dell Way,,BEKQUTK,,00000,Japan,2,SNHYQOMNIQ@dell.com,5332707065,3,8896761231124401,2008/05,user10077,password,22,80000,M
10078,PPRKUB,HAIZSJCZYM,7906043489 Dell Way,,PFQSLRC,,00000,UK,2,HAIZSJCZYM@dell.com,7906043489,3,5917471671942621,2008/11,user10078,password,72,100000,F
10079,LZBPUO,XDEFJYAWCY,8445201825 Dell Way,,EROWDDF,,00000,Russia,2,XDEFJYAWCY@dell.com,8445201825,5,4481387197040021,2009/12,user10079,password,34,80000,F
10080,YDECTR,PEQEJJAFST,1492676202 Dell Way,,CKNGIIG,,00000,UK,2,PEQEJJAFST@dell.com,1492676202,1,3368084733840078,2010/01,user10080,password,25,100000,M
10081,YRYGCA,CNEWAOASRO,7236426237 Dell Way,,WSYTJLU,,00000,China,2,CNEWAOASRO@dell.com,7236426237,5,8831796444021165,2011/10,user10081,password,50,20000,F
10082,WGZNXN,AENCOUQCHB,6366047760 Dell Way,,DTARQWM,,00000,Canada,2,AENCOUQCHB@dell.com,6366047760,3,2614384641870856,2010/05,user10082,password,82,60000,M
10083,VKIEIC,DESOAZWJSN,2872814415 Dell Way,,GZJZZYJ,,00000,Canada,2,DESOAZWJSN@dell.com,2872814415,3,3886309882625937,2012/04,user10083,password,49,20000,M
10084,EWGKTE,HQFWTTLWXH,4504695530 Dell Way,,CXHJRNC,,00000,Japan,2,HQFWTTLWXH@dell.com,4504695530,1,5236731730401516,2010/12,user10084,password,30,100000,F
10085,OFAGHV,LFMCHFJPKB,8624564935 Dell Way,,YOOKAOC,,00000,Germany,2,LFMCHFJPKB@dell.com,8624564935,3,6980366182513535,2011/10,user10085,password,57,20000,M
10086,RKTIZJ,FYWJVXBGOG,8006924874 Dell Way,,QIRBXBC,,00000,Canada,2,FYWJVXBGOG@dell.com,8006924874,2,5945207917597145,2008/11,user10086,password,57,20000,F
10087,IHYKAG,DKPQGOKSCC,9645578424 Dell Way,,ASXLWIK,,00000,Canada,2,DKPQGOKSCC@dell.com,9645578424,1,9551710127852856,2011/12,user10087,password,88,60000,F
10088,PMIVLB,ZVQVCXVZAH,8931793332 Dell Way,,XWLLTDC,,00000,Canada,2,ZVQVCXVZAH@dell.com,8931793332,3,7390498886350542,2011/09,user10088,password,32,40000,F
10089,FBTTZD,YHXOOOMQPK,6599609442 Dell Way,,SMMSDJJ,,00000,UK,2,YHXOOOMQPK@dell.com,6599609442,5,6652183467522264,2012/11,user10089,password,31,20000,M
10090,WNQWQA,LVFJTQBCFZ,1622051318 Dell Way,,NGZJPYC,,00000,France,2,LVFJTQBCFZ@dell.com,1622051318,1,4659308439120650,2011/08,user10090,password,25,60000,M
10091,ZHJKOP,HWVDXGJGFL,6779117064 Dell Way,,UOLRHER,,00000,China,2,HWVDXGJGFL@dell.com,6779117064,4,4396977597381919,2011/05,user10091,password,21,20000,F
10092,SDFZWZ,DQHRLFIMNZ,1905523645 Dell Way,,ZJJGYSV,,00000,China,2,DQHRLFIMNZ@dell.com,1905523645,5,4335164372343570,2012/02,user10092,password,33,60000,M
10093,OYIDPH,TCACULXVAG,1863298463 Dell Way,,SFKSPYS,,00000,Japan,2,TCACULXVAG@dell.com,1863298463,4,4982207495719194,2010/09,user10093,password,49,100000,M
10094,BWYOJS,UPALLJHMDD,1071416283 Dell Way,,BCBYHTM,,00000,Chile,2,UPALLJHMDD@dell.com,1071416283,1,3505475299898535,2011/10,user10094,password,69,20000,F
10095,DXEZZC,AAIXCYZJFI,2961789944 Dell Way,,ZGBDCSS,,00000,Russia,2,AAIXCYZJFI@dell.com,2961789944,2,9401666240766644,2009/02,user10095,password,19,80000,M
10096,QAZJIP,GYENEHCSQB,4018032756 Dell Way,,QMZCXZK,,00000,Canada,2,GYENEHCSQB@dell.com,4018032756,2,2595697716809809,2010/06,user10096,password,34,60000,M
10097,ABERSY,KJHMMHIHXU,1090519755 Dell Way,,FIOOCHL,,00000,France,2,KJHMMHIHXU@dell.com,1090519755,1,1493619523011148,2010/02,user10097,password,84,40000,M
10098,LVNYBQ,DTBPXLGCDB,8468384464 Dell Way,,HFSGSLE,,00000,France,2,DTBPXLGCDB@dell.com,8468384464,4,4411472782958299,2012/04,user10098,password,82,80000,F
10099,LKCJNM,FJBQZRLGFZ,4726197074 Dell Way,,NLOEICK,,00000,France,2,FJBQZRLGFZ@dell.com,4726197074,5,7448499485384673,2011/04,user10099,password,84,20000,F
10100,SVMUOK,KFEKYYGIQN,2650179429 Dell Way,,KVREMJQ,,00000,Chile,2,KFEKYYGIQN@dell.com,2650179429,2,1269592113792896,2009/05,user10100,password,43,20000,M
10101,CGBGZH,BFZIMMUNQS,4585921545 Dell Way,,YSCCAQU,,00000,South Africa,2,BFZIMMUNQS@dell.com,4585921545,5,5408357333391905,2010/05,user10101,password,90,60000,F
10102,OWUJWG,KGVBAZVUSC,9336673717 Dell Way,,JWJBTPK,,00000,Russia,2,KGVBAZVUSC@dell.com,9336673717,1,1598651982378214,2012/03,user10102,password,55,60000,M
10103,IIDUKP,MGZVPZXFRY,8278397724 Dell Way,,GPLWINL,,00000,Germany,2,MGZVPZXFRY@dell.com,8278397724,1,4288934002164751,2009/08,user10103,password,73,80000,M
10104,SQQNYA,BDEPRHCXHL,1644869989 Dell Way,,OKUORJU,,00000,France,2,BDEPRHCXHL@dell.com,1644869989,3,7890255353879184,2008/10,user10104,password,26,20000,M
10105,QNVBVO,DQLQKUWCFX,3973238830 Dell Way,,VESRUHI,,00000,France,2,DQLQKUWCFX@dell.com,3973238830,2,3455208330880850,2012/04,user10105,password,67,80000,M
10106,TPVEXL,YZZMNWHCWS,6487547546 Dell Way,,BGIBYEF,,00000,Germany,2,YZZMNWHCWS@dell.com,6487547546,4,6381621018517762,2010/09,user10106,password,82,20000,F
10107,TCJNMU,RSYWFPDINX,4734844147 Dell Way,,LHKAKOQ,,00000,South Africa,2,RSYWFPDINX@dell.com,4734844147,1,8381282077636570,2010/03,user10107,password,52,60000,F
10108,SBCDLB,HYMBDTWLDW,5075608216 Dell Way,,CQYKASH,,00000,China,2,HYMBDTWLDW@dell.com,5075608216,2,6350459344685078,2012/09,user10108,password,63,20000,M
10109,ZGCQDG,TIAMUNXTII,5667334500 Dell Way,,XWZNGHG,,00000,South Africa,2,TIAMUNXTII@dell.com,5667334500,4,2925461179111153,2009/02,user10109,password,82,40000,M
10110,ZPIIQY,CVZKRGCCLF,9367222465 Dell Way,,ORWZHPY,,00000,Chile,2,CVZKRGCCLF@dell.com,9367222465,3,9402973859570920,2010/06,user10110,password,60,80000,F
10111,GGGNAY,YSKJGUIAYN,5517030120 Dell Way,,STBRDIT,,00000,Japan,2,YSKJGUIAYN@dell.com,5517030120,3,8351392583921552,2009/12,user10111,password,85,60000,F
10112,BMEIJV,SGEFNCBKGK,4860260137 Dell Way,,ATFUALA,,00000,China,2,SGEFNCBKGK@dell.com,4860260137,3,9635848212521524,2011/04,user10112,password,65,20000,F
10113,MSSCPY,UNOZEPJGSQ,5878955322 Dell Way,,GLXGWEA,,00000,UK,2,UNOZEPJGSQ@dell.com,5878955322,1,3726116089150309,2009/02,user10113,password,80,60000,M
10114,ZMYBES,FLBOOGQYIC,3624490160 Dell Way,,QCRPGJH,,00000,Japan,2,FLBOOGQYIC@dell.com,3624490160,4,4053077724296599,2009/01,user10114,password,88,20000,M
10115,TYZJWC,ORHNDNSTYP,4653854343 Dell Way,,USTQCNO,,00000,South Africa,2,ORHNDNSTYP@dell.com,4653854343,5,8825890517327935,2008/09,user10115,password,27,60000,M
10116,PAJUJJ,GLZLXMSTSL,5970033618 Dell Way,,CBYCROJ,,00000,France,2,GLZLXMSTSL@dell.com,5970033618,4,6118505018763244,2010/11,user10116,password,89,20000,F
10117,DWXCVO,IFZYTVHUMB,4902202737 Dell Way,,VWDCCXE,,00000,Russia,2,IFZYTVHUMB@dell.com,4902202737,4,5180653634015470,2011/05,user10117,password,52,60000,M
10118,XBDOGW,UTBCIENGKZ,6648554539 Dell Way,,RCLTMGY,,00000,Chile,2,UTBCIENGKZ@dell.com,6648554539,2,5824919074308127,2008/02,user10118,password,19,60000,F
10119,VIDBOZ,PJIFFHEWDX,1741698673 Dell Way,,BSGNGMM,,00000,Russia,2,PJIFFHEWDX@dell.com,1741698673,2,5387975155841559,2010/12,user10119,password,33,80000,F
10120,OYVZPR,GPEJFDRMQQ,5983672814 Dell Way,,ZEFGWEL,,00000,Russia,2,GPEJFDRMQQ@dell.com,5983672814,5,4160577040631324,2009/11,user10120,password,27,100000,F
10121,KFUUNI,GKFBZNACER,4434718545 Dell Way,,UAICJLI,,00000,Canada,2,GKFBZNACER@dell.com,4434718545,5,9327362236566842,2009/07,user10121,password,38,20000,M
10122,GTTWSQ,IRFDPPBNUP,8827083580 Dell Way,,SCFSEUZ,,00000,Canada,2,IRFDPPBNUP@dell.com,8827083580,1,2354008229449391,2008/12,user10122,password,39,40000,F
10123,QGVFDY,CITDGQHFYS,2312221227 Dell Way,,KGCONXG,,00000,South Africa,2,CITDGQHFYS@dell.com,2312221227,3,4405776810366660,2012/11,user10123,password,79,40000,M
10124,APGZUP,UTDGONSHOD,7736867468 Dell Way,,NJQJWRH,,00000,Japan,2,UTDGONSHOD@dell.com,7736867468,1,1777959666680544,2011/07,user10124,password,87,80000,M
10125,VGBTWF,PYMRQRSRSN,3680585402 Dell Way,,GNJGYEQ,,00000,South Africa,2,PYMRQRSRSN@dell.com,3680585402,5,9465224171523004,2010/08,user10125,password,82,80000,M
10126,PCTNHB,WMBZKRXGTK,5274476077 Dell Way,,PFRAWMT,,00000,Russia,2,WMBZKRXGTK@dell.com,5274476077,5,2893342535011470,2011/11,user10126,password,65,100000,F
10127,NZFOCC,IDJWHYKGNG,2357864282 Dell Way,,MCTNODZ,,00000,Japan,2,IDJWHYKGNG@dell.com,2357864282,5,4483272140379995,2010/04,user10127,password,18,20000,M
10128,NZTAUU,YCFASSWGEX,8816877054 Dell Way,,ASRQJTZ,,00000,Canada,2,YCFASSWGEX@dell.com,8816877054,3,5114038902800530,2010/07,user10128,password,90,40000,M
10129,MHBNWE,OUODKDLVEN,9985942156 Dell Way,,ABIDFGY,,00000,Germany,2,OUODKDLVEN@dell.com,9985942156,3,6697360219899565,2011/10,user10129,password,50,60000,F
10130,WGAAHZ,PIUTTMJDBI,7780343168 Dell Way,,UYHGEZR,,00000,South Africa,2,PIUTTMJDBI@dell.com,7780343168,5,4973428156226873,2010/11,user10130,password,63,60000,F
10131,ASNNZH,JTHCPDZPOB,8765077064 Dell Way,,OTRQAFY,,00000,South Africa,2,JTHCPDZPOB@dell.com,8765077064,1,9283758105244488,2012/02,user10131,password,75,20000,M
10132,BNSPUN,SCONEVWMKM,1652369730 Dell Way,,SOMCFZD,,00000,South Africa,2,SCONEVWMKM@dell.com,1652369730,1,3473492421675473,2008/01,user10132,password,40,40000,M
10133,SWGQYL,BSXPVYNMXP,7757314057 Dell Way,,BJZDYEV,,00000,Japan,2,BSXPVYNMXP@dell.com,7757314057,5,7222032904624939,2011/01,user10133,password,34,60000,F
10134,JAYMFT,REMEJIMQNK,7728204759 Dell Way,,ACFVJUH,,00000,South Africa,2,REMEJIMQNK@dell.com,7728204759,3,1997360445559024,2010/02,user10134,password,27,100000,M
10135,UXUPPC,BGLCVEJUEE,3405253353 Dell Way,,NNJJTOY,,00000,France,2,BGLCVEJUEE@dell.com,3405253353,1,6475884479936212,2012/12,user10135,password,88,80000,F
10136,LAFRHD,LBYBEAVUST,8948476211 Dell Way,,MJLEHXT,,00000,Russia,2,LBYBEAVUST@dell.com,8948476211,4,6666149243712425,2010/01,user10136,password,54,40000,M
10137,SRFTZK,CVCUYYKMGG,9412657790 Dell Way,,WYHOOHA,,00000,Canada,2,CVCUYYKMGG@dell.com,9412657790,1,7121208277996629,2012/11,user10137,password,62,100000,F
10138,OKQHQM,YMAYCNAMSY,4734400765 Dell Way,,PXJFTZP,,00000,Russia,2,YMAYCNAMSY@dell.com,4734400765,5,2520962920505553,2010/11,user10138,password,38,100000,F
10139,PNOGZW,SDKKGDJEIT,1633383953 Dell Way,,YKNNXHB,,00000,Australia,2,SDKKGDJEIT@dell.com,1633383953,5,9552244972903280,2009/03,user10139,password,20,60000,M
10140,MBFUGD,HTASUXHHGC,8217058395 Dell Way,,OMQNFCC,,00000,Australia,2,HTASUXHHGC@dell.com,8217058395,3,7410908024292439,2008/12,user10140,password,67,20000,M
10141,WHHUMN,GQVMMEUAEC,6115121340 Dell Way,,QMAADOD,,00000,South Africa,2,GQVMMEUAEC@dell.com,6115121340,3,7396676374133676,2008/11,user10141,password,67,40000,M
10142,FIGVMJ,AONZOLAKCI,8757217207 Dell Way,,HYZIFDZ,,00000,UK,2,AONZOLAKCI@dell.com,8757217207,3,4967984822578728,2011/04,user10142,password,19,100000,M
